200 10000
124 144 245
113 70 54
158 78 793
147 134 670
143 150 65
98 59 720
45 129 491
175 195 437
109 194 308
49 80 929
112 193 917
38 197 346
68 54 580
55 156 294
195 174 640
3 169 965
188 35 751
60 34 607
110 16 172
35 77 972
193 168 669
32 98 172
150 25 955
124 198 7
148 190 700
152 77 847
19 185 195
7 161 974
157 7 44
26 187 462
158 59 158
118 100 565
178 104 418
123 114 985
15 105 680
14 82 615
78 189 141
105 198 587
115 9 668
164 145 8
42 70 736
164 17 542
158 199 440
113 46 736
115 72 655
65 77 14
57 156 168
183 124 525
182 99 790
23 35 135
150 70 10
127 9 646
154 74 159
29 195 457
84 88 124
107 155 571
159 127 209
23 117 372
133 68 678
183 117 591
174 89 766
40 118 135
168 3 420
43 28 292
199 121 228
61 29 411
108 55 846
21 43 141
166 173 169
79 50 283
154 51 798
27 120 956
14 28 341
38 138 513
56 6 775
146 194 706
142 180 685
178 14 533
18 162 874
39 80 981
74 80 736
1 87 207
190 26 233
170 38 782
3 104 25
162 155 103
79 57 95
68 34 959
139 158 110
59 27 413
45 53 246
11 51 347
192 109 390
68 107 353
55 8 530
188 4 377
113 50 919
51 50 587
134 44 563
152 15 190
15 102 91
95 101 519
114 48 201
65 109 17
174 177 603
123 72 66
12 173 244
89 128 565
86 194 183
174 186 214
38 164 721
184 153 902
151 76 306
169 122 939
162 195 108
123 20 221
3 160 730
109 97 410
33 19 754
64 70 618
86 185 23
140 132 659
158 88 563
56 134 864
11 88 853
171 92 516
195 68 936
158 120 800
23 196 107
29 19 846
91 92 977
27 124 904
152 156 115
194 158 622
161 52 159
105 168 244
166 40 555
21 44 867
123 10 533
69 185 819
23 96 29
73 8 791
38 157 821
85 15 240
39 104 775
130 60 125
23 136 580
5 24 818
51 140 288
157 115 322
29 45 628
71 173 100
64 122 503
194 195 956
57 24 232
1 155 679
111 117 834
162 151 225
88 183 162
158 176 393
13 69 154
145 174 893
116 62 39
89 116 332
192 141 13
68 176 189
1 97 308
147 86 79
145 34 499
111 45 507
2 123 932
49 92 170
135 136 147
153 104 403
41 12 159
49 82 301
128 124 496
27 50 855
147 182 780
80 105 766
198 167 153
134 120 492
73 57 439
14 155 604
200 168 358
158 112 74
90 11 49
200 42 282
158 184 496
46 157 893
170 6 236
115 140 302
34 147 367
100 179 916
10 44 249
129 118 338
53 150 280
15 71 342
149 8 655
144 69 368
46 33 611
55 181 944
113 57 482
103 54 249
136 86 344
82 180 469
94 114 251
142 81 285
190 80 994
180 6 586
109 198 164
73 44 177
98 159 636
179 33 823
98 151 54
9 130 577
122 109 20
182 68 169
197 156 109
121 89 578
35 25 633
156 82 383
32 14 231
117 7 158
56 180 716
166 133 566
63 48 762
75 164 641
57 103 469
179 130 908
116 101 758
16 155 956
16 151 461
116 148 821
171 71 167
18 79 392
167 67 238
163 145 976
194 61 149
80 50 228
188 173 436
172 190 688
52 36 654
102 56 448
43 107 964
186 147 383
195 196 36
151 135 509
161 51 339
84 181 74
120 52 928
40 118 147
103 78 414
132 84 733
71 195 884
125 166 382
5 58 894
133 114 340
44 140 205
200 27 813
41 40 126
21 107 240
180 78 983
74 116 395
104 63 777
5 144 445
16 18 804
81 58 594
159 93 336
106 155 64
70 58 656
41 44 605
45 66 439
51 79 751
99 85 744
118 85 481
51 62 858
167 6 50
9 6 807
116 21 698
112 196 366
196 35 488
167 63 918
22 192 80
76 92 272
40 200 231
8 192 178
83 121 93
172 59 789
78 44 668
175 142 343
88 148 682
137 41 742
143 160 534
126 196 719
143 195 560
22 140 717
86 33 657
68 179 389
173 133 342
6 176 261
43 68 37
55 121 679
22 37 218
197 93 216
198 123 934
81 53 729
125 146 918
176 63 352
86 181 670
10 180 667
9 32 986
198 162 963
42 168 822
155 25 378
157 3 63
46 37 590
135 91 797
40 112 173
176 95 607
132 23 542
162 145 277
184 124 234
47 151 768
61 97 698
174 108 697
169 46 929
103 183 71
34 85 959
81 109 681
109 171 315
95 70 85
139 83 326
40 132 19
1 192 827
171 111 417
92 85 153
96 125 265
80 158 551
71 192 790
62 125 981
4 76 141
39 88 775
127 125 2
103 113 99
2 188 329
19 169 758
116 73 596
91 12 814
188 1 942
185 121 449
128 174 233
114 13 221
93 119 806
88 37 157
117 72 304
137 131 819
111 114 427
33 172 567
70 93 445
121 74 840
138 147 826
116 40 151
102 149 34
189 22 853
179 126 66
138 155 40
77 83 497
53 129 381
194 54 94
16 163 187
89 114 214
62 136 119
197 46 291
23 163 572
64 118 371
153 3 35
45 124 779
42 70 192
26 99 425
48 164 284
52 81 514
26 194 166
110 111 783
107 92 343
94 159 693
61 62 657
70 138 805
142 98 841
44 41 680
38 34 316
13 73 45
91 194 44
90 169 558
182 1 658
73 66 135
166 98 76
189 14 303
188 171 264
51 200 767
167 123 34
68 143 453
77 167 992
156 167 164
153 14 293
155 69 977
157 45 524
165 144 449
30 62 214
127 65 314
119 124 687
85 62 939
39 160 89
166 163 582
73 27 213
89 179 921
163 99 307
153 29 657
137 32 311
22 77 366
141 152 639
68 150 510
10 194 981
58 115 114
195 67 13
33 147 999
11 12 66
186 80 196
104 144 838
179 122 61
169 171 2
192 96 369
120 164 291
67 53 417
156 153 455
144 94 804
39 68 7
197 65 926
83 77 922
139 4 489
17 159 304
194 43 871
86 35 575
110 62 679
200 185 924
21 170 45
41 182 443
15 73 36
153 81 226
90 112 725
45 79 956
132 192 367
55 10 168
71 82 476
46 130 611
105 151 838
81 158 199
157 60 490
114 56 331
3 93 402
103 96 353
187 198 686
73 99 440
92 75 522
81 169 524
151 36 577
181 54 573
128 72 584
175 7 698
52 113 68
76 159 496
175 135 368
80 79 729
76 125 571
91 78 835
93 91 967
100 192 466
30 5 71
33 175 876
99 97 153
173 196 642
123 67 63
194 184 571
3 2 780
131 175 713
170 160 596
40 102 402
50 121 56
51 73 494
108 91 895
111 134 2
107 126 896
86 49 16
60 137 763
34 106 248
42 3 527
65 72 627
71 82 320
98 1 661
156 103 986
100 7 498
116 179 821
3 149 395
199 9 916
74 34 10
14 90 540
112 167 502
7 31 109
156 91 866
195 14 551
112 196 686
35 143 149
172 136 742
52 9 28
132 189 477
71 49 342
85 132 741
89 174 777
172 142 195
120 67 2
178 144 154
72 61 990
166 18 640
79 181 855
58 130 456
23 126 523
76 142 895
37 58 431
36 64 140
111 166 182
39 29 305
178 81 969
160 136 867
51 21 736
151 194 432
194 128 254
65 148 503
156 38 102
179 76 794
95 152 361
93 12 591
93 106 171
192 177 341
181 160 924
198 57 59
130 78 345
166 18 125
172 177 423
80 121 444
24 56 190
38 104 999
199 3 592
186 13 964
164 37 437
36 4 472
170 51 834
8 110 800
35 143 964
159 71 44
122 161 304
176 198 50
134 87 373
178 13 890
160 38 902
55 139 876
20 26 919
123 44 369
52 198 428
165 110 306
82 83 960
135 179 378
131 40 808
142 143 27
197 20 129
11 34 229
155 112 816
161 82 631
160 176 3
68 80 878
90 59 212
142 72 215
151 108 846
81 8 833
48 56 873
19 52 350
46 104 172
20 173 798
21 143 574
64 150 295
142 7 687
46 185 951
97 162 201
136 134 92
5 157 212
154 97 612
144 171 665
11 123 452
29 96 803
113 83 336
122 119 707
176 62 443
53 181 147
72 184 628
77 25 411
82 144 155
43 23 632
184 22 566
181 7 604
132 124 536
51 1 566
157 18 214
55 193 210
161 21 767
94 75 693
86 189 203
25 177 864
196 148 692
152 171 838
74 7 763
151 113 25
40 100 779
184 187 230
92 123 110
127 135 252
16 153 368
63 58 33
6 196 476
55 151 606
131 172 451
13 134 11
184 14 836
138 101 271
132 186 595
84 176 54
21 39 423
87 172 192
140 130 863
131 193 813
81 137 575
40 85 29
183 93 67
196 163 613
89 42 987
48 31 648
170 51 219
171 57 592
29 102 946
9 71 844
41 120 137
34 147 483
198 169 789
72 175 742
133 32 684
75 191 764
169 4 938
154 51 128
193 180 917
155 65 153
123 146 796
153 23 843
71 181 903
140 102 982
56 195 428
101 200 548
159 134 516
27 22 420
79 188 505
127 20 438
8 10 683
39 198 265
8 90 998
92 51 841
30 190 73
198 123 565
71 118 567
80 11 171
124 116 342
103 136 718
165 20 572
110 12 324
1 173 548
19 129 112
4 150 380
100 187 500
153 166 231
94 181 175
21 147 283
28 51 37
111 155 891
196 63 932
123 65 740
88 61 492
129 109 787
130 85 619
60 124 557
15 79 908
4 125 146
25 52 138
121 199 274
155 103 342
116 191 627
37 7 177
167 2 282
119 95 324
188 153 193
102 148 354
87 74 889
122 86 471
154 151 305
14 18 302
54 50 689
24 98 574
83 91 240
137 150 853
6 55 815
90 12 692
38 169 106
25 51 548
163 94 17
108 53 652
154 145 336
148 111 811
84 188 609
158 40 641
117 141 702
119 92 483
83 26 275
101 140 983
131 166 497
133 54 611
136 192 635
54 56 198
152 45 930
118 103 122
68 107 760
199 7 847
158 162 60
83 123 873
30 25 547
151 186 901
130 64 446
66 54 301
157 107 109
111 181 292
63 50 383
165 138 904
2 180 506
45 105 716
150 144 534
148 125 166
30 64 980
90 161 633
156 144 313
15 198 545
25 5 886
22 144 173
89 48 125
124 49 36
182 109 884
30 72 859
23 107 793
78 163 118
156 142 792
105 83 483
171 90 760
103 45 128
72 96 124
141 173 546
68 192 319
170 190 51
3 24 839
63 171 439
85 183 216
46 131 788
66 81 926
94 90 31
85 170 814
23 134 406
73 128 809
187 32 787
176 2 874
30 34 671
70 147 204
112 184 223
39 76 815
104 155 738
76 115 653
182 169 637
85 139 440
30 81 850
4 37 717
122 144 57
61 186 138
63 200 538
180 13 137
180 31 384
139 158 447
141 106 804
179 187 353
58 45 550
193 130 127
143 175 392
1 162 275
59 170 121
180 81 302
57 102 992
12 8 638
21 61 88
53 73 351
54 143 932
132 79 78
187 161 250
115 174 704
161 131 142
58 79 346
174 98 501
93 50 845
114 71 554
116 13 741
199 95 40
177 44 570
77 160 45
139 13 181
17 135 356
155 143 769
133 132 95
102 22 681
190 70 370
199 2 960
104 46 146
165 18 15
80 102 785
71 194 343
1 28 154
51 189 740
6 98 796
22 39 609
102 180 40
104 62 689
192 78 701
164 19 894
69 164 425
73 161 66
104 25 10
92 133 811
148 122 420
32 181 838
165 143 925
130 198 540
81 165 370
27 118 65
50 75 782
174 144 996
92 51 961
104 200 84
2 53 532
34 193 574
11 38 487
97 57 210
118 127 77
33 36 213
120 50 800
171 11 594
139 34 138
58 36 137
24 5 255
71 144 702
79 15 510
146 30 41
135 38 376
116 67 368
120 151 704
96 180 734
91 64 513
154 3 383
10 23 426
176 129 261
49 93 915
69 46 653
2 13 286
175 149 265
45 56 312
163 78 968
185 117 625
170 163 682
171 71 242
24 199 854
55 145 488
141 146 517
14 100 799
1 200 881
47 169 646
164 32 972
101 18 766
156 146 370
120 92 690
81 80 458
84 175 2
31 200 945
155 158 399
140 69 897
197 172 128
149 173 156
55 137 775
148 86 628
53 59 749
140 18 188
71 158 32
123 199 30
111 171 299
67 27 584
171 57 28
189 6 709
95 150 53
64 73 663
120 134 40
48 200 305
16 94 636
61 12 63
8 166 2
10 24 440
101 29 427
22 166 232
44 172 763
123 95 505
101 116 770
153 15 720
49 64 488
165 176 738
177 109 102
27 184 148
101 103 954
167 172 539
53 146 129
50 77 928
176 68 709
197 172 587
50 78 90
51 132 668
34 149 678
164 140 829
21 124 600
188 28 209
119 33 482
189 31 725
107 2 679
57 3 83
188 160 586
15 173 905
184 139 137
40 16 307
148 125 462
169 122 287
119 156 23
65 182 220
56 27 680
46 90 902
73 88 472
200 108 354
38 141 56
73 129 141
6 92 42
126 166 138
84 89 835
163 188 973
191 105 423
169 98 606
3 104 238
159 107 704
177 12 857
81 68 960
117 21 110
110 199 442
58 55 668
197 199 706
57 191 179
74 158 546
50 54 221
86 126 938
149 74 599
98 81 296
140 141 812
124 197 914
122 118 680
30 174 906
150 171 175
3 50 951
194 68 690
81 63 399
111 161 206
127 31 464
5 43 486
95 77 929
48 80 232
163 76 631
125 151 101
164 29 754
169 45 960
54 68 77
145 178 233
116 152 344
105 171 194
194 146 930
173 142 836
76 99 665
187 181 581
100 129 854
126 151 292
17 23 993
29 26 660
132 23 769
43 33 77
7 199 671
73 49 756
193 120 817
176 180 6
199 54 806
80 34 136
114 177 484
45 85 711
172 91 795
34 57 484
86 174 243
189 159 29
149 180 217
186 200 405
41 58 132
42 129 813
61 35 183
52 159 638
158 72 97
122 2 352
172 137 318
117 59 818
190 95 949
53 7 669
72 196 512
147 29 62
92 75 293
170 104 697
176 98 438
125 89 346
9 191 888
147 57 703
185 29 544
70 54 420
128 93 275
73 127 942
76 4 223
192 121 902
158 55 468
27 15 187
120 76 141
98 186 91
169 79 975
134 148 506
55 22 288
87 186 661
31 148 126
177 200 490
198 142 282
152 143 938
126 3 77
118 159 113
138 78 612
54 163 548
183 109 273
115 129 598
118 149 611
111 33 462
118 155 727
71 103 682
89 28 885
102 62 285
88 197 658
46 140 605
29 33 839
146 35 657
86 157 225
125 115 62
21 171 925
23 27 232
194 145 939
120 84 401
22 67 641
132 141 804
76 159 816
3 34 159
23 27 51
52 43 812
109 181 877
133 50 458
160 136 93
165 192 957
71 140 514
35 104 552
142 161 339
199 155 894
9 120 40
93 193 657
5 25 302
195 72 65
172 31 65
56 75 912
196 127 211
162 49 576
122 153 964
157 156 558
198 62 904
178 103 17
166 100 583
141 26 554
62 55 660
105 32 375
117 152 481
87 116 212
65 25 444
137 53 228
30 65 261
41 163 149
139 159 563
176 166 576
105 73 463
82 52 17
171 149 874
13 50 133
44 95 997
174 3 246
37 121 600
138 66 48
161 3 305
80 90 941
54 91 850
180 15 861
59 156 863
148 68 555
1 157 892
148 173 174
77 114 473
173 176 226
60 104 810
38 137 14
7 23 479
120 116 596
160 195 829
71 30 547
24 142 847
88 154 363
31 61 365
29 53 360
52 36 581
77 56 318
119 9 12
194 159 226
68 88 632
95 81 482
91 165 727
148 4 580
144 194 389
82 9 990
3 144 367
14 51 968
76 108 566
5 129 252
190 56 478
95 158 756
152 42 902
65 3 685
78 93 832
67 71 532
7 176 90
116 172 216
146 100 793
166 132 59
21 71 838
180 128 159
199 55 586
24 174 211
198 18 663
9 192 202
102 132 278
108 89 554
164 44 419
52 179 154
32 184 212
137 107 333
155 176 702
70 28 790
112 7 265
73 187 476
73 191 312
11 116 106
31 58 19
2 93 184
129 11 436
135 200 421
130 24 81
103 80 338
153 160 580
195 148 276
28 64 755
86 24 14
5 56 472
117 156 352
12 58 676
86 50 780
32 165 648
37 156 735
45 125 829
152 143 472
67 22 612
53 83 355
120 51 843
89 31 937
86 55 384
22 79 533
139 145 281
120 106 959
39 109 238
100 37 594
66 94 299
152 27 640
93 182 173
189 61 216
33 121 920
121 90 777
162 76 730
131 185 669
182 99 548
48 180 610
176 81 984
42 32 637
31 108 82
100 25 997
189 111 765
186 129 869
9 22 691
193 115 910
125 102 806
60 115 502
185 93 80
93 42 164
135 145 233
14 112 188
20 176 125
36 105 984
40 181 501
18 117 390
114 46 304
26 117 103
44 198 478
107 198 262
82 77 150
45 185 45
133 8 150
65 68 397
86 85 847
52 75 121
177 13 391
164 68 279
144 135 643
169 61 906
139 12 876
142 145 428
179 77 693
35 177 49
120 65 365
20 21 73
174 22 294
197 21 301
14 89 767
141 161 238
83 187 192
115 92 537
75 16 358
2 19 921
106 157 724
42 71 714
74 80 168
66 108 261
80 101 378
1 60 854
125 35 257
167 114 478
46 111 387
4 189 244
195 85 287
86 173 432
141 97 294
200 131 618
56 62 17
125 87 788
189 131 314
164 174 335
189 36 589
66 176 933
170 14 75
41 149 712
138 116 692
152 184 23
113 92 246
100 43 152
119 96 734
174 83 33
151 154 133
141 171 230
115 28 266
177 51 981
57 25 870
24 65 698
6 160 593
49 166 210
72 30 73
33 169 514
162 101 157
117 80 531
146 44 108
124 91 132
109 27 771
183 63 581
9 199 746
4 98 664
30 17 338
159 26 572
1 57 298
83 38 820
6 191 634
182 45 64
177 59 349
98 35 997
111 79 662
96 195 710
183 86 731
9 184 112
98 43 190
66 186 748
47 75 980
29 47 542
53 80 679
196 123 26
80 13 900
112 78 399
200 76 556
51 151 665
186 93 601
97 21 861
172 156 180
39 121 725
77 16 381
38 47 425
45 127 348
151 66 761
88 27 995
146 147 869
151 102 589
190 137 312
84 117 861
3 72 680
159 53 609
102 121 277
94 173 58
108 48 572
66 3 48
54 42 301
98 163 255
194 84 89
107 49 755
160 159 565
142 97 342
65 71 930
199 5 432
137 181 966
144 104 308
31 54 434
180 118 550
105 86 855
135 78 98
27 194 395
109 69 496
112 117 661
144 155 966
71 22 797
142 7 123
180 142 11
139 114 974
43 19 499
110 137 180
128 102 664
3 183 121
194 139 568
3 19 599
121 51 239
146 117 238
27 84 527
108 66 725
20 40 754
8 145 731
90 135 85
76 161 535
139 185 984
151 112 372
166 137 982
167 142 735
54 63 154
87 118 939
184 105 450
50 197 591
111 130 363
136 80 340
29 28 678
78 93 119
157 16 606
97 170 480
186 70 44
180 54 183
100 93 87
72 90 993
130 81 571
157 122 115
17 77 503
49 151 188
91 194 620
126 167 753
93 31 560
188 182 881
150 137 193
88 196 101
11 135 522
195 79 458
77 67 287
185 73 933
136 9 446
150 82 595
104 5 814
83 39 123
193 120 741
146 153 307
102 24 252
8 200 819
86 149 176
126 148 954
77 112 812
57 109 934
21 189 507
7 147 297
142 5 605
97 128 918
32 155 489
25 155 398
170 182 797
85 197 811
52 121 475
83 126 298
200 181 772
55 186 409
171 67 142
160 94 819
167 149 818
102 74 388
96 181 451
153 76 160
140 70 833
54 75 855
101 134 569
125 171 777
135 133 702
78 189 548
123 1 806
82 175 364
35 36 332
34 84 332
67 55 416
41 194 737
46 51 695
94 180 115
94 93 639
145 117 565
97 118 506
81 176 175
110 173 39
139 36 866
137 22 878
156 192 592
148 87 572
196 138 589
72 11 780
63 49 856
132 85 732
187 72 440
15 27 970
160 75 698
113 109 970
133 80 731
60 103 500
190 25 16
191 143 704
61 26 840
180 90 423
2 48 364
101 87 636
125 83 736
123 1 632
190 30 94
141 89 317
78 130 947
39 109 229
167 64 25
143 113 579
110 168 172
56 188 155
109 22 651
161 96 840
121 88 158
10 70 512
18 150 759
154 47 91
166 137 971
34 72 301
14 59 55
152 158 78
105 34 610
143 155 969
99 98 35
1 139 910
105 91 910
140 178 867
156 2 697
193 182 640
94 49 31
134 59 580
87 40 414
151 9 970
61 7 447
106 115 745
8 199 50
18 90 927
184 17 285
177 1 159
159 195 327
47 86 426
195 153 86
180 142 887
86 66 84
51 115 243
129 158 603
120 147 329
197 114 982
190 184 306
193 13 277
3 183 695
15 61 926
49 44 775
19 148 591
139 35 62
112 125 692
60 19 808
15 62 835
112 193 117
30 62 961
124 155 492
174 101 38
139 54 964
121 33 659
112 131 613
133 117 688
28 130 705
31 188 224
97 142 849
122 190 453
174 162 93
94 60 303
135 100 731
160 69 734
67 172 952
117 14 416
166 25 943
85 176 35
129 32 813
169 17 951
126 66 143
116 12 327
164 16 279
82 132 174
39 85 982
50 200 273
44 199 859
154 141 452
106 28 44
23 24 290
111 77 656
112 13 269
52 141 985
52 49 52
162 40 603
4 92 574
54 23 683
150 159 602
103 66 527
110 136 926
163 180 517
70 50 335
65 49 454
184 23 690
83 35 580
150 53 54
120 192 761
107 17 489
85 37 917
9 151 582
64 24 260
24 171 456
97 42 761
149 55 97
137 119 341
141 159 111
181 55 468
120 176 575
113 176 612
99 163 501
86 185 323
154 192 590
77 116 359
18 159 612
82 54 43
18 39 817
89 67 422
24 139 334
146 123 941
113 9 799
142 154 399
86 91 295
139 90 656
139 189 790
57 109 562
10 27 686
89 132 640
183 150 363
113 188 662
172 52 898
90 82 148
139 3 470
61 159 515
101 83 337
172 119 780
101 104 731
160 198 505
91 189 666
145 39 583
78 185 855
195 133 692
33 17 66
39 31 690
77 151 855
56 7 715
71 166 530
35 81 107
35 129 539
150 55 485
96 185 117
125 181 651
69 130 595
157 183 993
183 52 981
80 95 360
65 86 126
195 125 69
105 14 496
143 138 247
196 177 762
73 175 71
159 48 411
163 35 135
37 22 247
145 150 916
27 117 22
90 15 561
177 30 701
199 193 114
68 6 446
106 56 248
81 148 261
108 114 97
110 167 367
6 118 873
1 195 951
36 97 59
144 186 240
18 123 203
109 190 828
146 140 830
35 75 913
19 112 566
135 150 511
40 48 966
111 28 392
108 145 334
67 165 714
69 167 519
32 81 819
84 15 822
193 54 946
66 88 31
77 31 949
53 109 252
128 93 114
56 38 597
148 89 639
70 110 86
178 112 977
78 149 828
19 28 707
106 1 861
113 75 770
178 162 338
45 186 977
49 200 327
51 55 265
74 56 886
108 40 642
16 190 857
138 73 438
164 119 377
113 47 27
163 88 412
83 170 382
9 169 175
23 7 637
15 175 270
185 61 943
6 68 44
184 163 937
40 118 358
147 29 34
82 41 687
158 70 929
50 140 745
56 28 373
189 159 599
25 84 365
171 14 241
193 114 272
97 43 562
81 11 45
1 26 59
166 126 438
135 35 607
96 125 46
8 97 45
108 31 554
152 171 960
148 181 465
8 144 842
127 13 528
174 74 688
145 20 443
150 131 391
142 166 144
25 111 956
169 101 58
178 117 71
19 126 110
51 28 832
138 173 369
111 1 82
148 53 268
173 25 723
62 131 658
26 35 614
13 153 92
174 118 263
133 148 876
190 125 994
60 117 73
33 124 945
92 178 292
172 72 833
13 82 465
198 60 286
31 64 440
4 24 854
102 193 78
33 84 951
166 163 450
160 190 243
87 196 588
12 60 129
152 150 254
180 115 847
98 58 475
155 192 3
27 20 811
46 29 548
124 179 953
59 175 880
139 10 199
107 60 645
195 189 607
77 196 182
70 34 916
38 134 456
12 157 748
134 46 2
45 158 957
96 116 937
125 88 977
8 164 537
146 172 61
119 107 588
175 119 506
11 41 297
83 73 845
154 42 345
148 116 568
74 184 823
190 112 344
145 153 26
46 27 237
76 176 782
41 128 729
31 51 71
22 40 68
90 189 349
58 153 880
68 33 441
109 64 963
117 16 169
50 98 628
7 36 799
142 167 738
50 182 808
118 92 893
86 76 825
21 24 24
141 113 77
190 64 819
27 121 970
24 61 372
13 20 731
143 169 440
28 8 368
36 176 600
132 16 676
10 177 89
105 103 358
193 20 437
171 57 348
28 114 370
100 70 877
94 90 611
23 31 892
79 2 416
46 34 199
67 65 747
161 96 408
52 47 774
104 31 238
6 32 540
73 196 308
106 116 179
33 50 860
33 146 683
103 66 666
69 48 512
192 41 500
165 64 635
134 156 998
149 185 118
158 161 670
79 108 446
83 122 925
146 177 907
81 173 864
82 24 852
84 115 120
173 158 520
57 156 524
72 136 747
27 63 96
88 44 63
76 175 358
159 177 898
40 89 814
158 54 332
167 154 685
108 145 356
6 140 71
53 176 213
127 18 955
29 195 489
32 119 386
144 105 903
185 50 406
97 7 873
168 15 168
83 142 574
1 97 325
128 30 493
118 184 75
13 169 992
92 168 935
121 7 215
30 189 329
185 81 837
78 19 616
116 5 653
168 31 308
84 7 541
27 156 36
50 71 677
83 89 314
101 125 129
47 46 992
1 60 518
61 177 65
141 17 813
14 162 235
11 174 189
54 186 267
170 103 556
135 153 470
36 24 551
29 157 691
168 170 115
99 53 789
152 80 426
171 15 478
108 27 265
133 176 415
153 132 907
101 83 345
150 47 459
96 101 90
76 14 76
95 162 935
58 20 169
43 31 716
101 132 297
105 78 454
107 130 599
22 100 153
191 54 459
5 132 432
138 80 374
191 88 545
42 128 545
161 179 164
169 126 703
104 169 211
97 56 556
162 21 299
108 73 643
36 169 227
191 59 117
78 17 973
94 198 220
179 106 950
196 145 510
174 160 558
15 17 230
127 34 357
198 48 924
140 122 111
61 101 520
155 102 839
145 34 631
119 19 290
21 7 76
135 67 390
193 176 358
143 75 94
155 128 815
115 12 547
31 41 142
181 155 925
137 11 258
40 153 868
189 55 789
21 154 385
83 64 812
136 151 644
134 175 800
97 40 392
68 60 112
132 178 190
184 67 785
144 72 51
70 80 366
83 109 329
72 96 451
137 122 843
27 143 792
16 15 829
129 117 958
134 19 292
109 116 30
134 92 348
27 151 283
131 95 744
75 112 559
185 166 129
91 192 1
131 169 918
16 79 813
23 5 348
79 55 121
94 141 413
183 126 93
25 159 993
186 85 919
85 11 138
72 92 880
72 118 191
185 198 88
7 174 201
167 191 378
69 183 926
186 185 429
65 33 341
34 96 146
156 48 240
143 148 46
140 174 948
107 98 442
199 87 511
69 21 847
63 70 474
147 37 356
171 48 167
171 178 971
132 83 907
22 25 935
130 25 365
29 17 20
47 139 496
181 128 692
69 65 497
103 46 537
65 162 35
149 123 181
68 146 851
80 162 621
144 143 887
174 154 585
178 24 193
195 15 257
137 60 808
109 156 138
63 74 282
33 39 782
160 191 692
167 145 849
80 98 742
134 40 744
180 75 370
109 159 525
133 9 834
192 114 448
197 3 909
164 200 377
91 133 768
98 172 686
177 21 800
132 151 458
1 52 813
197 180 656
105 126 526
191 76 927
4 164 710
194 75 204
154 62 428
151 142 409
102 19 169
188 143 612
137 50 760
141 13 135
188 155 282
120 54 143
119 101 520
127 54 48
135 114 208
130 36 583
50 71 764
196 17 696
168 31 962
38 17 86
41 108 838
145 27 312
37 102 352
94 24 496
32 15 804
158 90 783
177 161 110
10 31 938
194 181 254
181 169 850
197 198 929
103 176 590
68 1 135
177 44 318
25 115 654
131 61 6
176 72 551
106 16 628
76 156 234
57 35 414
180 73 584
64 69 131
61 145 523
98 126 668
66 122 658
181 81 568
139 164 25
160 96 227
45 12 40
90 45 140
9 94 253
124 195 79
87 130 493
145 180 204
198 139 547
144 34 361
142 112 535
133 94 94
112 147 614
45 59 150
48 111 24
25 56 668
189 137 101
109 102 698
136 13 5
19 34 35
39 123 115
141 125 661
139 146 417
119 27 827
22 166 19
162 170 100
24 63 623
84 44 478
177 90 720
1 60 865
128 33 603
91 188 779
94 155 748
143 43 428
85 173 420
161 92 461
185 5 277
33 167 138
70 7 692
74 116 350
78 41 736
31 155 406
49 42 633
185 17 647
179 195 625
25 19 45
56 127 738
63 111 251
119 111 79
49 83 864
54 168 596
27 120 987
22 44 69
40 144 605
11 100 27
143 68 757
133 71 547
3 115 262
94 26 36
65 60 124
64 183 170
144 61 701
39 160 445
67 41 520
180 44 951
40 143 101
65 77 512
33 157 307
13 35 505
159 138 525
144 186 102
80 140 459
58 131 573
141 174 881
83 52 338
127 168 543
38 44 467
66 19 526
19 127 756
91 2 577
42 151 303
118 28 769
78 45 834
164 103 240
36 188 910
128 69 641
178 71 231
53 178 132
198 119 14
46 34 755
151 83 705
87 13 170
116 94 333
194 127 984
120 88 494
59 31 758
27 6 252
75 69 459
38 67 3
73 70 349
137 123 218
141 189 520
190 137 336
187 149 69
197 4 684
34 48 55
91 184 744
124 130 21
113 65 543
156 139 502
107 200 757
51 78 644
174 135 549
18 24 123
94 34 417
160 167 285
181 28 682
19 133 636
54 84 973
145 24 307
145 111 751
4 91 473
200 116 407
13 175 655
6 187 375
131 171 1
55 108 49
16 34 564
100 198 895
198 176 401
114 108 867
83 103 193
92 138 623
30 64 961
152 177 832
64 61 782
1 149 801
170 91 96
120 70 991
191 178 470
61 189 565
185 131 862
61 182 566
38 28 164
49 121 785
23 83 230
106 141 872
29 93 924
185 74 501
38 154 430
71 44 994
107 151 683
161 1 679
174 22 548
68 103 506
103 57 797
27 186 584
82 2 177
194 24 448
72 135 302
100 184 757
40 151 8
71 15 373
160 43 80
31 41 541
136 93 73
182 77 456
2 108 875
84 126 851
37 82 173
170 179 540
6 54 979
90 76 252
57 133 203
81 36 999
32 59 227
9 44 32
156 29 263
58 172 638
200 155 254
196 153 682
144 186 978
157 191 237
66 198 31
145 153 232
109 172 708
84 98 63
69 106 976
194 107 779
170 120 641
53 136 570
101 88 817
123 30 600
12 109 631
58 93 379
170 58 755
122 193 607
126 113 65
24 34 220
4 58 17
104 102 266
173 149 274
92 17 53
43 148 156
115 104 690
14 11 704
103 112 63
111 140 574
47 131 424
21 83 65
7 177 816
66 29 53
140 48 285
169 118 100
88 68 155
116 17 44
71 195 423
109 45 609
75 169 432
140 32 567
37 63 827
